school_id,school_name,education_level,latitude,longitude
1915,Pre Escolar Sao Tarcisio Osso-Queli ( Loi - Lobu ),Pre-School,-8.573655,126.335043
1336,Pre Escolar St. Antonio de Haeconi,Pre-School,-8.645204,126.630253
1736,EB 1.2.3 Cafe Bobonaro,Basic,-8.991623,125.200192
847,EB Catolica 1 Goubin,Basic,-8.865720,125.720700
515,EB Catolica 1.2 Biacou,Basic,-8.831980,125.054890
5270,EB Catolica 1.2 Bimaraen,Basic,-8.909040,125.137440
2296,EB Catolica 1.2 Oe Tapo,Basic,-8.903970,125.069270
520,EB Catolica 1.2 St. Antonio,Basic,-8.965410,125.038290
5284,EB Catolica 1.2.3 Arnoldus Jansen,Basic,-8.782290,125.106540
1032,EB Catolica 1.2.3 Bobonaro,Basic,-9.031880,125.323120
578,EB Catolica 1.2.3 Pe. Manuel Luís,Basic,-8.997984,125.209236
1037,EB Catolica 3 Colegio de Sagrees Maliana,Basic,-8.971460,125.230660
581,EBC 1.2 .3  NO.6 Tunubibi Maliana,Basic,-8.971060,125.147050
543,EBC 1.2.3 - 30 De Agosto Atuaben Bobonaro,Basic,-9.004584,125.333191
1022,EBC 1.2.3 - 4 De Janeiro/Coilima Atabae,Basic,-8.829700,125.202420
585,EBC 1.2.3 Bere Mano Memo Maliana,Basic,-9.018700,125.184930
527,EBC 1.2.3 Cristo Liurai Tapo Bobonaro,Basic,-9.051850,125.274230
529,EBC 1.2.3 D. Caileto Bobonaro,Basic,-9.035720,125.323810
575,EBC 1.2.3 Gildapil Lolotoe,Basic,-9.121950,125.210910
1036,EBC 1.2.3 Maliana,Basic,-8.991850,125.214340
5280,EBC 1.2.3 Mohac /Leohito BALIBO,Basic,-8.998500,125.062520
523,EBC 1.2.3 Palaca Balibo,Basic,-8.900160,125.998410
583,EBC 1.2.3 Poetete Nunutana Maliana,Basic,-8.993694,125.286988
559,EBC 1.2.3 Purugoa / Cailaco,Basic,-8.831560,125.219570
588,EBC 1.2.3 Raifun Maliana,Basic,-8.983250,125.220580
555,EBC 1.2.3 Samutuabem Cailaco,Basic,-8.977486,125.217423
524,EBC 1.2.3 Sibuni Bobonaro,Basic,-9.085410,125.334270
903,EBC 1.2.3 Vitor Santa Maliana,Basic,-8.996955,125.224014
573,EBC 1.3 Guda Lolotoe,Basic,-9.136170,125.296860
1029,EBC 3 Balibo,Basic,-8.968630,125.045150
1033,EBC 3 Hauba Bobonaro,Basic,-9.007680,125.388387
1034,EBC 3 Jose Maria Cailaco,Basic,-8.870810,125.213260
1028,EBC 3 Loes-Atabae,Basic,-8.779410,125.100950
1035,EBC 3 Lolotoe,Basic,-9.165090,125.268500
1031,EBC 3 Lucinda Gumer Bobonaro,Basic,-9.014680,125.347070
869,EBF 1 Aibou,Basic,-8.987970,125.334415
553,EBF 1 Atudara,Basic,-8.947110,125.289380
1778,EBF 1 Atumanaro,Basic,-9.020493,125.385796
580,EBF 1 Babulo,Basic,-9.013791,125.190252
963,EBF 1 Caboque,Basic,-8.862630,125.135730
5274,EBF 1 Coitapo,Basic,-8.882920,125.119330
560,EBF 1 Daudo,Basic,-8.879590,125.262970
557,EBF 1 Goulolo,Basic,-8.834630,125.382108
554,EBF 1 Guenolai,Basic,-8.891714,125.287976
812,EBF 1 Harema/Daulelo,Basic,-8.874160,125.224850
5269,EBF 1 Limanaro,Basic,-8.793730,125.144920
1221,EBF 1 Mabelis,Basic,-9.095300,125.271791
850,EBF 1 Manuaman,Basic,-8.962620,125.117230
1222,EBF 1 Mologuen,Basic,-9.037031,125.281329
816,EBF 1 Oho Ana,Basic,-8.968880,125.309180
2299,EBF 1 Pipgalag,Basic,-9.018244,125.184066
568,EBF 1 Piron Lontas,Basic,-9.143670,125.225340
2300,EBF 1 Poerema,Basic,-8.766420,125.345520
868,EBF 1 Polo,Basic,-9.004570,125.387200
2298,EBF 1 Raifun Foho,Basic,-8.993620,125.286990
5006,EBF 1 Raiklaran Purogoa,Basic,-8.953306,125.326577
872,EBF 1 Soilecu,Basic,-8.988130,125.335831
860,EBF 1 Tasibalu,Basic,-9.030750,125.376890
550,EBF 1 Turema,Basic,-8.804060,125.223490
549,EBF 1.2 - 12 de Abril/Marco,Basic,-8.873312,125.204028
584,EBF 1.2 - 25 Abril Saburai,Basic,-9.041214,125.210846
856,EBF 1.2 - 30 de Agosto Anahun,Basic,-9.009170,125.270640
1025,EBF 1.2 - 7 de Setembro Balibo,Basic,-8.962640,125.043850
5278,EBF 1.2 Ai Assa,Basic,-8.998500,125.062520
534,EBF 1.2 Aiaras,Basic,-9.002914,125.350986
5267,EBF 1.2 Aidabaleten,Basic,-8.860800,125.136740
514,EBF 1.2 Aidabaslala,Basic,-8.869300,125.179640
5273,EBF 1.2 Ailok Laran,Basic,-8.754540,125.098580
576,EBF 1.2 Ames,Basic,-9.159564,125.279895
5263,EBF 1.2 Anapal,Basic,-9.101694,125.370126
831,EBF 1.2 Anom,Basic,-9.179320,125.342220
551,EBF 1.2 Assalau,Basic,-8.927604,125.225346
571,EBF 1.2 Atos,Basic,-9.110964,125.236386
522,EBF 1.2 Batugade,Basic,-8.949650,125.975630
530,EBF 1.2 Beabanas IlatLaun,Basic,-8.976464,125.326036
874,EBF 1.2 Biamoas,Basic,-9.000990,125.390300
558,EBF 1.2 Bilimau/Maucruma,Basic,-8.792350,125.248990
1182,EBF 1.2 Boloi,Basic,-8.904204,125.415166
5522,EBF 1.2 Budin/Lotan,Basic,-8.972520,125.997570
5276,EBF 1.2 Builecun,Basic,-8.957280,125.070210
582,EBF 1.2 C. S. Miguel Holsa,Basic,-8.992140,125.198660
544,EBF 1.2 Carabau/Asasuri,Basic,-9.017320,125.379650
532,EBF 1.2 Colimau,Basic,-8.986600,125.387670
1779,EBF 1.2 Cotabot Bobonaro,Basic,-9.014052,125.390946
818,EBF 1.2 Cruz Aibuti Lori,Basic,-8.914780,125.221780
528,EBF 1.2 D. Afonso Leber,Basic,-9.078670,125.244290
531,EBF 1.2 D. Armando Aiasa,Basic,-9.037175,125.314680
893,EBF 1.2 Damlaran,Basic,-8.859010,125.101090
521,EBF 1.2 Derokben,Basic,-9.010420,125.036330
564,EBF 1.2 Deudet,Basic,-9.156264,125.258795
574,EBF 1.2 Dilai,Basic,-9.172375,125.323302
895,EBF 1.2 Diruana,Basic,-8.943810,125.099680
1220,EBF 1.2 Faloai,Basic,-9.014046,125.069193
806,EBF 1.2 Ferik Katuas,Basic,-8.989830,125.077360
2297,EBF 1.2 Galitas,Basic,-9.064310,125.357310
548,EBF 1.2 Guelocaer,Basic,-8.973960,125.235200
5287,EBF 1.2 Halecou,Basic,-8.922044,125.146086
540,EBF 1.2 Hauba,Basic,-9.000410,125.385280
1181,EBF 1.2 Hauboten,Basic,-8.619604,125.709182
1183,EBF 1.2 Holbese,Basic,-8.995421,125.380133
784,EBF 1.2 Holmesel,Basic,-9.089620,125.341770
542,EBF 1.2 Holsa Taz,Basic,-9.074634,125.255886
5285,EBF 1.2 Lahomea,Basic,-8.995990,125.231720
896,EBF 1.2 Lalebol,Basic,-9.044954,125.365636
786,EBF 1.2 Lalis,Basic,-9.010590,125.024890
858,EBF 1.2 Leber Taz,Basic,-9.084690,125.282600
570,EBF 1.2 Lebos,Basic,-9.134814,125.208955
1270,EBF 1.2 Letoresi,Basic,-9.017590,125.624660
851,EBF 1.2 Mabiloa,Basic,-9.066660,125.215210
825,EBF 1.2 Madebau,Basic,-8.769470,125.201069
565,EBF 1.2 Mape,Basic,-9.176999,125.262549
538,EBF 1.2 Mapeop,Basic,-9.093514,125.329166
546,EBF 1.2 Maui,Basic,-9.084960,125.284430
900,EBF 1.2 Maumela/Cailaco,Basic,-8.852113,125.219204
536,EBF 1.2 Mazop,Basic,-9.058570,125.306820
517,EBF 1.2 Miguir,Basic,-8.876520,125.039260
902,EBF 1.2 Moleana,Basic,-8.919880,125.179860
987,EBF 1.2 Molop Tas,Basic,-9.095510,125.326121
525,EBF 1.2 Nazare Gumer,Basic,-9.015597,125.355918
5272,EBF 1.2 Nunudoi,Basic,-8.803660,125.210960
535,EBF 1.2 Oalgomo,Basic,-9.065954,125.334646
537,EBF 1.2 Odelgomo,Basic,-9.059164,125.318556
5500,EBF 1.2 Oeleo,Basic,-9.026137,125.297931
5265,EBF 1.2 Omelai,Basic,-9.106740,125.333510
563,EBF 1.2 Opa Vila,Basic,-9.166829,125.266698
854,EBF 1.2 Oplegul,Basic,-8.997170,125.224370
577,EBF 1.2 Ozo,Basic,-9.115924,125.240156
897,EBF 1.2 Poelaun,Basic,-8.998730,125.368920
1209,EBF 1.2 Raemantete,Basic,-8.993239,125.372118
988,EBF 1.2 Railuli,Basic,-9.022063,124.962398
894,EBF 1.2 Rairobo,Basic,-8.807850,125.159900
586,EBF 1.2 Ritabou,Basic,-8.966394,125.216186
561,EBF 1.2 Roetete,Basic,-8.957980,125.236090
587,EBF 1.2 S. Jose Odamau,Basic,-8.987941,125.201789
567,EBF 1.2 Silagolo,Basic,-9.172124,125.303012
5288,EBF 1.2 Sulilaco,Basic,-8.933010,125.026490
823,EBF 1.2 Sulilaran,Basic,-8.826100,125.073080
541,EBF 1.2 Taimea,Basic,-9.012140,125.334030
533,EBF 1.2 Tebabui,Basic,-9.014330,125.376620
572,EBF 1.2 Tepa,Basic,-9.136730,125.286860
519,EBF 1.2 Tutubaba,Basic,-8.792660,125.101330
539,EBF 1.2 Uduai,Basic,-9.021800,125.372620
5279,EBF 1.2 Weclesse,Basic,-9.021380,125.994080
566,EBF 1.2 Zoilpo,Basic,-9.126434,125.307135
545,EBF 1.2.3 Lour,Basic,-9.068154,125.356656
556,EBF 1.2.3 Tatacuco Raiheu,Basic,-8.973430,125.296580
1426,EPE Daci Mau Ilatlaun,Pre-School,-8.978014,125.327318
1041,ESG Catolica Colegio Infante Sagrees Maliana,Secondary,-8.971460,125.230660
1039,ESG Publico Dom Martinho Maliana,Secondary,-8.989780,125.214270
1364,Escola Tecnico Dom Bosco Maumali Maliana,Secondary,-8.639053,126.655773
1427,Pre Escolar Atuaben,Pre-School,-9.001407,125.327325
1414,Pre Escolar Balibo Lima,Pre-School,-8.969972,125.042244
1417,Pre Escolar Batugade,Pre-School,-8.948521,124.975054
1909,Pre Escolar Belola,Pre-School,-8.953409,125.070151
1549,Pre Escolar Bispo Gabriel Manek Palaka,Pre-School,-8.899524,125.997766
1693,Pre Escolar Cafe Maliana,Pre-School,-8.987841,125.201470
1625,Pre Escolar Carabau,Pre-School,-8.831121,125.219806
1419,Pre Escolar Catolica Florinhas da Esperanca,Pre-School,-8.995742,125.224509
1421,Pre Escolar Centro da Paz Hauba,Pre-School,-8.999657,125.374918
1622,Pre Escolar Coilima,Pre-School,-8.998104,125.062267
1659,Pre Escolar Colimau,Pre-School,-8.987626,125.387134
1602,Pre Escolar Congregacao Missionaria SSpS do Esprito Santo Loes Atabae,Pre-School,-8.751905,125.098163
1425,Pre Escolar Daci Mau Ilatlaun,Pre-School,-8.982926,125.220085
1432,Pre Escolar Deudet,Pre-School,-9.165089,125.267707
1703,Pre Escolar Dom Caileto Bobonaro,Pre-School,-9.035194,125.324575
1705,Pre Escolar Dom Marcal Saborai,Pre-School,-9.041961,125.211339
1430,Pre Escolar ECD Samutuaben,Pre-School,-8.923487,125.215244
1702,Pre Escolar Filial Sagrado Coracao de Jesus Maliana,Pre-School,-8.976683,125.216580
1601,Pre Escolar Gumer ,Pre-School,-9.015939,125.355279
1911,Pre Escolar Halecou,Pre-School,-8.922280,125.147045
1429,Pre Escolar Holsa,Pre-School,-8.991338,125.212961
1628,Pre Escolar Kay-Rala Batugade,Pre-School,-8.967137,125.217004
1788,Pre Escolar Leo - Lima,Pre-School,-8.926835,125.130553
1598,Pre Escolar Leorapil,Pre-School,-9.141504,125.276676
1789,Pre Escolar Lontas,Pre-School,-9.116857,125.240219
1704,Pre Escolar Lour,Pre-School,-9.015187,125.354778
1790,Pre Escolar Manus Bilimau,Pre-School,-8.791714,125.248346
1428,Pre Escolar Marco,Pre-School,-8.879781,125.211685
1431,Pre Escolar Maumela,Pre-School,-8.850697,125.217692
1741,Pre Escolar Monop_Taz,Pre-School,-9.095753,125.326247
1744,Pre Escolar N. S. de Lourdes Biacou,Pre-School,-8.831295,125.054841
1910,Pre Escolar Nai Belis,Pre-School,-9.030639,125.310785
1742,Pre Escolar Oho Ana,Pre-School,-8.996376,125.221900
1433,Pre Escolar Opa Vila,Pre-School,-9.176928,125.262415
1416,Pre Escolar Palaca,Pre-School,-8.901260,124.998523
1424,Pre Escolar Publicu Raifun,Pre-School,-9.011445,125.375930
1626,Pre Escolar Purugua,Pre-School,-8.970966,125.146946
1422,Pre Escolar Rairobo,Pre-School,-8.823938,125.143248
1629,Pre Escolar Ritabou,Pre-School,-8.929490,125.634543
1600,Pre Escolar Sao Francisco Lolotoe,Pre-School,-9.138086,125.261971
1599,Pre Escolar Sao Francsico Mape,Pre-School,-9.179410,125.264628
1603,Pre Escolar Sao Pedro,Pre-School,-8.858628,125.182649
1624,Pre Escolar Sibuni,Pre-School,-9.022229,125.372630
1412,Pre Escolar St Arnoldus Janssen,Pre-School,-8.782078,125.107185
1415,Pre Escolar St. Antonio Balibo,Pre-School,-8.965847,125.038536
1604,Pre Escolar St. Maria Imaculada Conceicao Aidabaslala,Pre-School,-8.867977,125.179258
1420,Pre Escolar St. Teresinha do Menino Jesus,Pre-School,-9.035034,125.324105
1418,Pre Escolar Tapo Memo,Pre-School,-9.019521,125.184865
1623,Pre Escolar Taur Matan Ruak,Pre-School,-9.085394,125.334823
1423,Pre Escolar Tebabui,Pre-School,-9.011445,125.375930
1743,Pre Escolar Tlimea,Pre-School,-9.012410,125.333834
1627,Pre Escolar Tunubibi,Pre-School,-8.958674,124.962874
1413,Pre Escolar Tutubaba,Pre-School,-8.792024,125.100686
1688,EB 1.2.3 Cafe Cova Lima,Basic,-9.309112,125.250638
155,EB Catolica 1.2 Ailoc Laran Camanassa,Basic,-9.318040,125.276810
152,EB Catolica 1.2 Santa Madalena Quiar,Basic,-9.302204,125.278185
154,EB Catolica 1.2 Sta. Maria Debos,Basic,-9.313764,125.254495
721,EB Catolica 1.2 Sucabi Laran,Basic,-9.331834,125.261515
158,EB Catolica 1.2 São José Beco,Basic,-9.218634,125.390335
172,EB Catolica 1.2 Wala / Wetaba,Basic,-9.419740,125.113840
167,EB Catolica 1.2.3 Cassabauc,Basic,-9.379130,125.186540
147,EB Catolica 1.2.3 Maria de F. Zumalai,Basic,-9.157500,125.449580
713,EB Catolica 1.2.3 Nossa Senhora do Rosário,Basic,-9.282984,125.088725
846,EB Catolica 1.2.3 Raimea,Basic,-9.209650,125.458530
1049,EB Catolica 3 Sao Luis Gonzaga,Basic,-9.316420,125.254950
1045,EBC 1.2.3 11 de Marco Maucatar,Basic,-9.239904,125.224175
958,EBC 1.2.3 Beilaco,Basic,-9.200050,125.483220
729,EBC 1.2.3 Bulo,Basic,-9.078240,125.386270
1053,EBC 1.2.3 Dais,Basic,-9.283350,125.316530
139,EBC 1.2.3 Dato Tolu,Basic,-9.238930,125.140070
1043,EBC 1.2.3 Fatumea,Basic,-9.248480,125.003570
1044,EBC 1.2.3 Fohorem,Basic,-9.283884,125.095695
848,EBC 1.2.3 Gala,Basic,-9.181584,125.354905
1048,EBC 1.2.3 Ladi,Basic,-9.317734,125.264075
140,EBC 1.2.3 Lontale,Basic,-9.333780,125.224330
146,EBC 1.2.3 Ogues,Basic,-9.293994,125.234975
135,EBC 1.2.3 Suai Loro,Basic,-9.339100,125.273450
843,EBC 1.2.3 Taz Hilin,Basic,-9.199240,125.416450
965,EBC 1.2.3 Traducama,Basic,-9.277994,125.003135
1051,EBC 3 Beco,Basic,-9.225884,125.380905
1042,EBC 3 Fatululic,Basic,-9.186040,125.166830
957,EBC 3 Fohobua -Tilomar,Basic,-9.344994,125.118205
1052,EBC 3 Salele,Basic,-9.390472,125.165771
1047,EBC 3 Sandalo,Basic,-9.309320,125.250750
1046,EBC 3 Zumalai,Basic,-9.161307,125.449259
1233,EBF 1 Dato Moris,Basic,-8.716001,125.822751
2304,EBF 1 Fatuleto,Basic,-9.092190,125.396390
955,EBF 1 Laen-Tolu,Basic,-9.364330,125.254110
1489,EBF 1 Laklese,Basic,-9.267926,125.178187
2302,EBF 1 Loroquida,Basic,-9.252240,125.099180
2266,EBF 1 Mota Ulun,Basic,-9.223329,125.065646
956,EBF 1 Soiliga,Basic,-9.082650,125.378480
841,EBF 1.2 Aidantuic,Basic,-9.235220,125.369920
842,EBF 1.2 Aioan,Basic,-9.407958,125.139430
836,EBF 1.2 Aitos,Basic,-9.278910,125.062250
852,EBF 1.2 Aitoun,Basic,-9.203024,125.115725
130,EBF 1.2 Alas Tehen,Basic,-9.227994,125.035885
157,EBF 1.2 Bacun,Basic,-9.346750,125.248450
773,EBF 1.2 Baer,Basic,-9.305320,125.090790
126,EBF 1.2 Beidasi,Basic,-9.191610,125.137890
131,EBF 1.2 Belulic Craic,Basic,-9.220630,125.020550
835,EBF 1.2 Busadao,Basic,-9.238960,125.232740
156,EBF 1.2 Camenasa,Basic,-9.324648,125.280764
168,EBF 1.2 Coitau,Basic,-9.354514,125.179555
141,EBF 1.2 Culu-Oan,Basic,-9.231951,125.434293
133,EBF 1.2 Dacolo,Basic,-9.270874,125.031685
136,EBF 1.2 Dato Rua,Basic,-9.240450,125.070200
853,EBF 1.2 Fatucmetan,Basic,-9.347278,125.087784
127,EBF 1.2 Fatuloro,Basic,-9.227790,125.178360
169,EBF 1.2 Foholulic,Basic,-9.315140,125.067570
185,EBF 1.2 Goronto,Basic,-9.294580,125.223690
134,EBF 1.2 Haemano,Basic,-9.251524,125.350225
2262,EBF 1.2 Halic,Basic,-9.231680,125.403910
143,EBF 1.2 Harecain,Basic,-9.181120,125.483240
833,EBF 1.2 Has-ain,Basic,-9.270514,125.301665
161,EBF 1.2 Holbelis,Basic,-9.291304,125.288285
837,EBF 1.2 Holbolu,Basic,-9.219960,125.374590
144,EBF 1.2 Holpilat,Basic,-9.206050,125.211160
2303,EBF 1.2 Ila,Basic,-9.236980,125.250150
162,EBF 1.2 Labarai,Basic,-9.264030,125.326800
159,EBF 1.2 Laconac,Basic,-9.335450,125.210630
183,EBF 1.2 Lactos,Basic,-9.253000,125.100400
730,EBF 1.2 Lawacou,Basic,-9.246394,125.171975
832,EBF 1.2 Lela,Basic,-9.186000,125.207460
145,EBF 1.2 Lepo,Basic,-9.050790,125.382270
766,EBF 1.2 Macocon,Basic,-9.309240,125.049150
128,EBF 1.2 Macous,Basic,-9.200410,125.181030
962,EBF 1.2 Mape,Basic,-9.064397,125.411361
148,EBF 1.2 Matai,Basic,-9.298600,125.261250
163,EBF 1.2 Maucola,Basic,-9.207674,125.394845
849,EBF 1.2 Mausabi,Basic,-9.172260,125.365650
834,EBF 1.2 Nadac,Basic,-9.265900,125.212340
150,EBF 1.2 Naguidal,Basic,-9.141874,125.456965
733,EBF 1.2 Nalaop,Basic,-9.148910,125.386520
728,EBF 1.2 Oebaba,Basic,-9.188720,125.516990
151,EBF 1.2 Pelet,Basic,-9.183720,125.434880
845,EBF 1.2 Salasa,Basic,-9.124620,125.444690
170,EBF 1.2 Salele,Basic,-9.389155,125.166400
164,EBF 1.2 Sanfuk,Basic,-9.304580,125.296000
838,EBF 1.2 Talioan,Basic,-9.329010,125.244960
129,EBF 1.2 Taroman,Basic,-9.184904,125.170875
171,EBF 1.2 Tilomar,Basic,-9.345480,125.118930
165,EBF 1.2 Tobur,Basic,-9.138261,125.324746
2261,EBF 1.2 Tudulpo,Basic,-9.182180,125.395570
2305,EBF 1.2 Uce-Cain,Basic,-9.149380,125.454530
166,EBF 1.2 Wematan,Basic,-9.319004,125.252776
153,EBF 1.2 Zulo Taz,Basic,-9.116260,125.414700
5254,EBF 1.2 Zumalai,Basic,-9.161384,125.448574
1054,ESG Catolica Ave Maria Suai,Secondary,-9.316630,125.254400
1056,ESG Publico Suai,Secondary,-9.309320,125.250750
1310,Pre Escolar Akar Laran,Pre-School,-9.348988,125.246996
1317,Pre Escolar Babu Sinuc,Pre-School,-9.335233,125.211036
1311,Pre Escolar Busacucun,Pre-School,-9.333144,125.223685
1691,Pre Escolar Cafe Suai,Pre-School,-9.308690,125.250043
1306,Pre Escolar Camelin/Matai,Pre-School,-9.298818,125.264299
1321,Pre Escolar Casabauc,Pre-School,-9.380808,125.188540
1307,Pre Escolar Has Ain,Pre-School,-9.265333,125.299587
1314,Pre Escolar Holbelis,Pre-School,-9.300934,125.287332
1322,Pre Escolar Lalenok,Pre-School,-9.248445,125.003995
1309,Pre Escolar Naroman,Pre-School,-8.220484,125.605919
1318,Pre Escolar Nossa Senhora de Mercedes,Pre-School,-9.245359,125.070385
1308,Pre Escolar Ogues,Pre-School,-9.292129,125.234117
1550,Pre Escolar Sagrada Familia Aitos,Pre-School,-9.308125,125.253215
1319,Pre Escolar Salele/Nabilan,Pre-School,-9.395912,125.161767
1605,Pre Escolar St.Maria Taroman,Pre-School,-8.561965,125.603990
1313,Pre Escolar Sucabilaran,Pre-School,-9.332771,125.262386
1312,Pre Escolar Suco Loro,Pre-School,-9.346471,125.271427
1316,Pre Escolar Tali Oan,Pre-School,-9.324946,125.243029
1305,Pre Escolar Uma Buka Matenek,Pre-School,-9.284040,125.088936
1368,Pre Escolar Wedare,Pre-School,-8.532690,126.921700
1315,Pre Escolar Wematan,Pre-School,-9.318591,125.252221
1320,Pre Escolar Wetaba,Pre-School,-9.420234,125.113838
1497,EPE Camanaca,Pre-School,-9.324080,125.281128
1710,EB 1.2.3 Cafe Dili,Basic,-8.568803,125.592439
631,EB Catolica 1.2 Ailok Laran/Maloa,Basic,-8.573950,125.564840
2080,EB Catolica 1.2 Santa Madalena de Canossa,Basic,-8.571050,125.536870
655,EB Catolica 1.2 São Luis Gonzaga,Basic,-8.567010,125.583110
663,EB Catolica 1.2.3 No 7 Sabraka-Laran,Basic,-8.568224,125.613886
630,EB Catolica 1.2.3 S. F. X. Dare,Basic,-8.573950,125.564840
2260,EB Catolica 1.2.3 Sagrada C.de Jesus,Basic,-8.562530,125.604040
629,EB Catolica 1.2.3 St. M.Auxiladora,Basic,-8.555550,125.524500
901,EB Catolica 3 Paulo VI,Basic,-8.554350,125.585110
911,EB Catolica 3 Santa Madalena de Canossa,Basic,-8.571050,125.536870
787,EB Catolica 3 Sao Jose Operario,Basic,-8.567010,125.583190
790,EB Catolica 3 São Pedro - Comoro,Basic,-8.557340,125.525070
633,EB Privado 1.2 Annur,Basic,-8.550090,125.559830
632,EB Privado 1.2 Cristal,Basic,-8.567100,125.575400
1192,EB Privado 1.2 Marcelo 02 Comoro,Basic,-8.776323,125.923908
5505,EB Privado 1.2 Sao Domingos Savio,Basic,-8.548840,125.537840
772,EB Privado 1.2 do Centro de Ensino Alpha,Basic,-8.538720,125.683630
2240,EB Privado 1.2.3 Amigos de Jesus,Basic,-8.567230,125.586850
912,EB Privado 1.2.3 Ext São Jose,Basic,-8.565600,125.539470
917,EB Privado 1.2.3 São Miguel,Basic,-8.552584,125.518846
910,EB Privado 3 Annur,Basic,-8.550090,125.559830
810,EB Privado 3 Centro Shallom,Basic,-8.553060,125.539600
889,EB Privado 3 Cristal,Basic,-8.567820,125.575960
914,EB Privado 3 Fundação Rainha Da Paz,Basic,-8.548840,125.537840
735,EB Privado 3 Herois De Patria,Basic,-8.561760,125.605600
709,EB Privado 3 Nicolau Lobato,Basic,-8.557680,125.511960
1019,EB Privado1.2 Centro Shallom,Basic,-8.553060,125.539790
666,EBC 1.2.3 Bidau Akadiruhun,Basic,-8.558299,125.582347
623,EBC 1.2.3 Biqueli,Basic,-8.258614,125.546227
672,EBC 1.2.3 Darlau,Basic,-8.608974,125.623406
638,EBC 1.2.3 Farol,Basic,-8.551680,125.568600
641,EBC 1.2.3 Manleuana,Basic,-8.558234,125.541846
626,EBC 1.2.3 Maumeta Vila,Basic,-8.845020,125.666060
2237,EBC 1.3 Hera,Basic,-8.556251,125.649698
792,EBC 1.3 Perola de Atauro,Basic,-8.241870,125.604670
687,EBC 3 - 10 De Dezembro,Basic,-8.553830,125.546440
688,EBC 3 - 30 De Agosto Comoro,Basic,-8.553190,125.529950
138,EBC 3 Esperanca da Patria,Basic,-8.564610,125.606600
839,EBC 3 Fatu Meta,Basic,-8.553370,125.561853
2092,EBC 3 Metinaro,Basic,-8.529297,125.757549
724,EBC 3 Sergio V. Mello,Basic,-8.565770,125.608290
635,EBF 1.2 /12 De Outubro Tasi Tolu,Basic,-8.558284,125.508206
877,EBF 1.2 Acanuno,Basic,-8.557239,125.647243
1078,EBF 1.2 Aidak Bihare,Basic,-8.566140,125.631700
660,EBF 1.2 Ailele Hun,Basic,-8.555820,125.624760
657,EBF 1.2 Ailok,Basic,-8.586290,125.609870
650,EBF 1.2 Aimutin,Basic,-8.555880,125.544550
659,EBF 1.2 Aiturilaran,Basic,-8.569044,125.593006
1123,EBF 1.2 Atecro,Basic,-8.222290,125.546970
640,EBF 1.2 Bairo Pite,Basic,-8.558224,125.563586
1087,EBF 1.2 Baruana,Basic,-8.154154,125.637317
639,EBF 1.2 Bebonuk,Basic,-8.545414,125.540177
1359,EBF 1.2 Becussi de Baixo,Basic,-8.356829,127.057435
652,EBF 1.2 Beduku,Basic,-8.584580,125.528537
622,EBF 1.2 Beloi,Basic,-8.185424,125.629177
679,EBF 1.2 Benunuk,Basic,-8.527150,125.758160
1086,EBF 1.2 Berau,Basic,-8.297180,125.554880
677,EBF 1.2 Besahe,Basic,-8.547220,125.764020
1198,EBF 1.2 Cadabunak,Basic,-8.567333,125.624072
668,EBF 1.2 Camea,Basic,-8.564800,125.610690
670,EBF 1.2 Camea Raihun,Basic,-8.556734,125.614556
2306,EBF 1.2 Casnafar,Basic,-8.605590,125.529140
643,EBF 1.2 Comoro,Basic,-8.555780,125.527321
662,EBF 1.2 Culuhun,Basic,-8.558504,125.593858
667,EBF 1.2 Duque de Caxias,Basic,-8.560871,125.590217
665,EBF 1.2 Especial Taibesi,Basic,-8.563540,125.591440
649,EBF 1.2 Fatu Meta,Basic,-8.564895,125.554683
642,EBF 1.2 Fatuhada,Basic,-8.551950,125.555560
1124,EBF 1.2 Fatuu,Basic,-8.144150,125.612420
1130,EBF 1.2 Fomento,Basic,-8.565400,125.534270
2233,EBF 1.2 Hera,Basic,-8.539801,125.685219
648,EBF 1.2 Hudi Laran,Basic,-8.555424,125.558736
1085,EBF 1.2 Lebutun,Basic,-8.574980,125.786250
678,EBF 1.2 Manuleu,Basic,-8.497674,125.820487
1088,EBF 1.2 Maquer,Basic,-8.247534,125.518667
625,EBF 1.2 Maquili,Basic,-8.260984,125.605317
644,EBF 1.2 Marinir,Basic,-8.542454,125.532417
669,EBF 1.2 Massau,Basic,-8.553080,125.597340
1074,EBF 1.2 Memorial Fatunaba,Basic,-8.596144,125.575836
1079,EBF 1.2 Metiaut,Basic,-8.546854,125.600747
676,EBF 1.2 Metinaro,Basic,-8.530969,125.739941
1076,EBF 1.2 Mota Kiik,Basic,-8.558180,125.663590
673,EBF 1.2 Mota Ulun,Basic,-8.573520,125.593023
646,EBF 1.2 Naroman,Basic,-8.563235,125.564247
656,EBF 1.2 Nularan,Basic,-8.554050,125.582150
647,EBF 1.2 Paiol,Basic,-8.569254,125.579896
653,EBF 1.2 Rumbia,Basic,-8.561160,125.577840
774,EBF 1.2 Taur Matan Ruak,Basic,-8.562150,125.560827
651,EBF 1.2 Tuana Laran,Basic,-8.564065,125.561853
645,EBF 1.2 Vila Verde,Basic,-8.558150,125.570240
671,EBF 1.2.3 Balibar,Basic,-8.598804,125.591736
634,EBF 1.2.3 Lelaus,Basic,-8.605494,125.546286
